Id,SalePrice
1461,128297.41229729017
1462,190719.71160042012
1463,185146.74267468753
1464,197367.95273429458
1465,210790.8434290493
1466,184261.29104494135
1467,193344.43784409424
1468,177047.68105499144
1469,218729.17543123907
1470,131366.06761935394
1471,204593.4198913579
1472,124938.3959896572
1473,119025.40825423943
1474,156367.25722590942
1475,121424.07155077787
1476,346135.9910731322
1477,261623.0265584222
1478,322016.0578263487
1479,315593.6388552496
1480,458940.0706990453
1481,316605.9344715396
1482,248214.6061912381
1483,186513.02468044328
1484,196166.52918907182
1485,218665.67821880567
1486,218431.2952413073
1487,308095.22749302303
1488,252234.77783386546
1489,215356.36840803528
1490,247264.3671915011
1491,230478.13876113127
1492,125434.18790447504
1493,239178.59375905842
1494,310565.68720552925
1495,285103.8799994329
1496,260622.41667998495
1497,182065.84427609548
1498,202905.76172477912
1499,191309.63848942786
1500,179068.19678626832
1501,252775.3858338552
1502,177087.68567469405
1503,307627.41387293313
1504,270335.32681878324
1505,244369.21185070864
1506,227522.2855029869
1507,265260.7330552364
1508,232951.78603679047
1509,177900.09599798743
1510,152386.37177647348
1511,170349.23667729646
1512,192927.12181356648
1513,160040.87801937637
1514,161025.7023667357
1515,221518.77124563453
1516,184212.4483036949
1517,186671.9436348132
1518,133186.1652984742
1519,256479.29928773653
1520,146812.649605902
1521,125237.73820259317
1522,213777.35678060734
1523,104419.37353173159
1524,117091.79196196454
1525,112123.35561272748
1526,132706.7836406556
1527,120268.49797770694
1528,161077.26828056123
1529,153609.87059863895
1530,225953.04876963253
1531,206582.5572549365
1532,135021.3351554958
1533,202464.8036661776
1534,133713.10646547924
1535,170179.40163474806
1536,127707.38760343388
1537,60272.41973523209
1538,214035.67381683984
1539,236835.6499289624
1540,127881.72460438652
1541,151692.12968449708
1542,169769.96804327794
1543,215377.06025546722
1544,106596.27668072187
1545,144829.45057722402
1546,153831.87143765224
1547,178606.72587120507
1548,153413.02636494674
1549,139567.9999829075
1550,166560.2266638836
1551,140885.52449113675
1552,178416.37552758976
1553,183638.75995213215
1554,138289.40090852926
1555,175112.3769584811
1556,103031.54675744398
1557,100715.3511565279
1558,108825.52683709502
1559,122417.23268140017
1560,151798.6039797377
1561,141915.29303068
1562,169200.03875206283
1563,135147.52564573675
1564,172981.21926113614
1565,152949.4960958408
1566,268407.0425538812
1567,62344.58494907859
1568,264199.9916724743
1569,131019.92648772984
1570,169630.9754543138
1571,111674.96847569177
1572,153661.31001484377
1573,273774.18241143774
1574,137025.93281735777
1575,278952.83194577356
1576,250064.8304825438
1577,214987.98343014787
1578,156280.65015433586
1579,144367.85090935195
1580,214165.98751608105
1581,196018.57554382677
1582,151847.527177685
1583,307578.9434291476
1584,246403.43948590936
1585,161622.28293752778
1586,89495.5790258109
1587,109705.87715193721
1588,178293.12436828535
1589,104214.48966419295
1590,136443.49514852604
1591,97617.95702592409
1592,145119.50402418827
1593,142041.7102046883
1594,161038.20779230943
1595,148416.1241134693
1596,246910.27926327742
1597,182194.59039528342
1598,215012.65841792856
1599,228879.04723579402
1600,218748.18126266944
1601,53162.011878146746
1602,153276.26291690802
1603,106972.52434075467
1604,297916.4616988199
1605,268634.1403894193
1606,153318.50055606064
1607,182029.37134161548
1608,248318.16903600958
1609,214918.48096519132
1610,161286.0659744043
1611,155878.3901680693
1612,204745.76056467957
1613,167703.9734922202
1614,162014.35714756127
1615,97988.14373551843
1616,72992.12007881141
1617,88240.13288648389
1618,119873.37624245926
1619,162286.8531835617
1620,190924.87492976617
1621,152271.03091313905
1622,174591.65792043164
1623,286409.1994319847
1624,236758.93211215973
1625,130395.49684927978
1626,207347.7899554468
1627,194602.0795281954
1628,311446.1850771471
1629,190433.59696982164
1630,321139.20594400127
1631,250053.4608257916
1632,239006.98138933833
1633,194285.5659002573
1634,213464.0884784101
1635,214047.72029353358
1636,170022.69405402936
1637,223335.19387929098
1638,238829.01228933607
1639,169913.45384084017
1640,274446.0097713735
1641,188066.08215220887
1642,283757.3005053282
1643,251189.85218999107
1644,257684.74735232655
1645,242076.2496010189
1646,191335.0867977173
1647,165573.19003184096
1648,146275.19566785815
1649,172317.2095255597
1650,112695.3998024282
1651,114369.93944474086
1652,132337.61972472168
1653,133403.77119624565
1654,165296.0386640507
1655,159202.1931394331
1656,154444.58198314084
1657,164953.43173168335
1658,174838.33444052693
1659,125685.76175840414
1660,170537.22761762672
1661,421268.0877723766
1662,352306.9843141599
1663,371052.5582268931
1664,383064.73694698734
1665,307009.59903703904
1666,313252.949002611
1667,361689.5620510117
1668,352444.5723566853
1669,309977.5809954761
1670,333482.4889936309
1671,276473.213417751
1672,388297.10904612497
1673,297969.1827628412
1674,262701.4355269908
1675,222589.82313838316
1676,219826.4846718331
1677,230327.8429780127
1678,465709.6180461431
1679,357480.1387570632
1680,339228.5668520939
1681,283861.34906923614
1682,309376.0711929597
1683,209043.93263554492
1684,210064.0060013163
1685,218699.1318271694
1686,197659.20659045194
1687,196750.38091647445
1688,220664.81393984123
1689,227591.4268153045
1690,232978.2407668204
1691,220596.7246383024
1692,304079.77884326375
1693,206307.41288975131
1694,199213.46274982503
1695,170657.49572006683
1696,283137.18652678386
1697,164615.4948631921
1698,323206.3162464119
1699,344288.4820079424
1700,273567.1308920107
1701,295203.4333453842
1702,259260.5262657157
1703,260872.50220786105
1704,296987.22696253896
1705,295118.0686946538
1706,340018.51245193195
1707,240098.4275032184
1708,234097.89279308077
1709,280040.23908882675
1710,260120.172429108
1711,298726.29815155163
1712,292076.2930481161
1713,264694.7639869476
1714,240969.13632320557
1715,239258.71394259084
1716,199215.71443132777
1717,221687.91885318613
1718,157343.92182310784
1719,244559.30274112686
1720,295453.64512692415
1721,196406.3173901874
1722,146552.74816737243
1723,178548.93488523297
1724,241682.9932269447
1725,274315.55953983916
1726,221418.65910003352
1727,172643.67552307842
1728,217981.6289222045
1729,181650.83216342216
1730,176193.25682054073
1731,150482.42088614294
1732,143008.2071265438
1733,108710.09701251122
1734,152710.08916805964
1735,169314.2830330082
1736,120811.07923609664
1737,314106.5949353963
1738,246634.37175169121
1739,266410.80851867504
1740,226405.08647014157
1741,195879.28474255308
1742,217764.02371367987
1743,222809.20508010086
1744,350849.30973909853
1745,235777.76387948132
1746,226336.6982294091
1747,244513.1596738344
1748,233841.40450113907
1749,167965.3330971933
1750,166583.1994151429
1751,293027.5741203241
1752,118595.47665450614
1753,167920.39885135012
1754,228709.22283470095
1755,206383.55638756897
1756,145896.52467784003
1757,129462.59889845668
1758,159771.22944395174
1759,166983.84643526142
1760,178579.2926919195
1761,163579.6728846977
1762,192449.52973017193
1763,190660.57817743733
1764,132852.50388847716
1765,191106.82222217607
1766,197714.96441072391
1767,233421.23409114953
1768,157726.92057733602
1769,172375.32569948683
1770,197190.0267292869
1771,143026.28068930807
1772,172833.47293797205
1773,138915.86760564806
1774,177778.35522915496
1775,168318.52444611661
1776,150777.24017482434
1777,100598.84263079298
1778,174700.55695059616
1779,166737.28581370105
1780,199783.46578957958
1781,133691.63620098628
1782,71463.81859446502
1783,166565.8754649768
1784,97475.25176674272
1785,155376.03339303398
1786,154828.154851818
1787,214721.465509529
1788,43722.29350646309
1789,123056.256252001
1790,83539.92786827474
1791,227296.68950217115
1792,185167.37087789908
1793,133979.07704395923
1794,206390.03732902423
1795,159922.05762052853
1796,168982.0498205616
1797,165106.94679653237
1798,143305.61734726312
1799,117130.41898692981
1800,147731.51940720057
1801,144522.72502040974
1802,159464.1937041319
1803,186481.32003923703
1804,143631.54285144407
1805,158373.66819270377
1806,145785.6590090119
1807,168947.8870472978
1808,131030.79362612103
1809,145434.23228567594
1810,158546.83079826593
1811,76450.7983652034
1812,115449.83047017941
1813,136816.83760758795
1814,92567.7795283414
1815,67249.86614009023
1816,110764.15146206832
1817,124477.63270844275
1818,197931.39698781932
1819,162336.5200665337
1820,74446.87585827011
1821,131718.0279125304
1822,179702.28712658514
1823,64006.68119161794
1824,155490.44674068192
1825,153447.90453347645
1826,127720.25818874229
1827,123422.67282207454
1828,152466.47995551894
1829,156867.99354872902
1830,174286.53963423532
1831,174082.24108264895
1832,109642.22435224148
1833,178496.5292642378
1834,157950.97269102334
1835,193588.82663150493
1836,140057.91022708174
1837,131281.39402149903
1838,158874.23693626997
1839,91341.55361782567
1840,186990.8508501356
1841,140648.84787128863
1842,105153.89272672773
1843,156604.01230877562
1844,159181.70550490916
1845,151230.5331369184
1846,159702.2584820377
1847,170175.53848913588
1848,36329.159816223284
1849,123653.7561362647
1850,141119.2442493093
1851,195219.9117551965
1852,154692.655040623
1853,172843.99737507108
1854,197307.4124111024
1855,160595.29152712593
1856,254292.90130937082
1857,184259.14124576488
1858,166220.45328910265
1859,138606.2392180089
1860,175012.99300915803
1861,141967.62124635393
1862,312595.7128742626
1863,313561.18735684035
1864,313561.18735684035
1865,364737.36891589477
1866,348405.8674284194
1867,256137.0297194774
1868,326592.2609197799
1869,235940.21017373953
1870,246952.42010947422
1871,291459.2076719397
1872,208131.37949400683
1873,264990.8229468645
1874,141528.02313586586
1875,214233.38653323532
1876,207420.0190990629
1877,225056.94349340317
1878,246226.85602390417
1879,150939.4572573557
1880,131454.57684951855
1881,268877.38564648776
1882,273536.3739225571
1883,206233.411872855
1884,227982.4769049309
1885,278011.6643537254
1886,325139.55393660767
1887,251723.86255362176
1888,280734.91672107193
1889,194801.71163248617
1890,135219.02083758666
1891,148484.9014361267
1892,110660.2073457019
1893,140481.58921222133
1894,113593.74060349322
1895,166198.169146205
1896,136210.58154277466
1897,123138.67293031933
1898,143565.76430565107
1899,170689.76392825204
1900,169271.70613469946
1901,166707.77479663715
1902,127639.81058327254
1903,204209.0980542193
1904,165947.55248051466
1905,213053.3361385334
1906,149165.6436623059
1907,239090.64177107677
1908,106565.54509796249
1909,168561.2812651581
1910,137185.98509586282
1911,197792.69052686178
1912,315838.4171680223
1913,203686.15357963557
1914,93144.34125575102
1915,327774.88134598546
1916,50255.36754932604
1917,272653.93646939856
1918,151292.07340368137
1919,195719.52730823142
1920,193624.57983156474
1921,373843.61563672905
1922,355351.1389804459
1923,248883.2937329444
1924,265503.8001464796
1925,248091.49057169812
1926,391503.2660137212
1927,155355.79291091388
1928,177540.0379583985
1929,136415.69446408347
1930,144105.07845981378
1931,156579.51208606342
1932,154198.19809987166
1933,199478.0279942627
1934,182357.86403243523
1935,184241.0733895023
1936,219529.9088944647
1937,199816.1177387273
1938,217147.7539521748
1939,272739.7366842976
1940,209496.4114516534
1941,195516.359286859
1942,214878.5216118326
1943,239838.8256438957
1944,363320.7524154475
1945,376415.40881437564
1946,187519.0470978827
1947,266588.6300138905
1948,225382.30691511245
1949,274461.2911021146
1950,223598.27111133223
1951,294259.595979232
